   0.00000,   0.76950,   0.50180,   0.41240,   0.50833,   0.21292,   0.11373,   0.30294,   0.26045
   0.00000,   0.25590,   0.38213,   0.51891,   0.62998,   0.20497,   0.12097,   0.43502,   0.30756
   0.00000,   0.34106,   0.40245,   0.03596,   0.60650,   0.32960,   0.38690,   0.73530,   0.13573
   0.00000,   0.58881,   0.61238,   0.31158,   0.35241,   0.20629,   0.05871,   0.13840,   0.13161
   0.00000,   0.27249,   0.25730,   0.57078,   0.70019,   0.45588,   0.18833,   0.14092,   0.29099
   0.00000,   0.29000,   0.57260,   0.26090,   0.79559,   0.49183,   0.43668,   0.67447,   0.19401
   0.00000,   0.64824,   0.57509,   0.32425,   0.28272,   0.20050,   0.05482,   0.13698,   0.14519
   0.00000,   0.33461,   0.30020,   0.39983,   0.30341,   0.59543,   0.42635,   0.35633,   0.34772
   0.00000,   0.94564,   0.23805,   0.42922,   0.79705,   0.37697,   0.37674,   0.45103,   0.29223
   0.00000,   0.07361,   0.48656,   0.46266,   0.62675,   0.31901,   0.12708,   0.34668,   0.20284
   0.00000,   0.34871,   0.47994,   0.21445,   0.93588,   0.45650,   0.74033,   0.79528,   0.45045
   0.00000,   0.22626,   0.26174,   0.50924,   0.86271,   0.46607,   0.14397,   0.09095,   0.22370
   0.00000,   0.32645,   0.48692,   0.29466,   0.70889,   0.77831,   0.37425,   0.36642,   0.39192
   0.00000,   0.41455,   0.56978,   0.39874,   0.67190,   0.76048,   0.33762,   0.28509,   0.43664
   0.00000,   0.69073,   0.19182,   0.66182,   0.31102,   0.28911,   0.06963,   0.29675,   0.25724
   0.00000,   0.90205,   0.17603,   0.42284,   0.65179,   0.50639,   0.31091,   0.29652,   0.27095
   0.00000,   0.68736,   0.18793,   0.43912,   0.52197,   0.34154,   0.13060,   0.16116,   0.27001
   0.00000,   0.69063,   0.95535,   0.44827,   0.51495,   0.37730,   0.01127,   0.00009,   0.26021
   0.00000,   0.82899,   0.19167,   0.48225,   0.56911,   0.30575,   0.18922,   0.32933,   0.17142
   0.00000,   0.54013,   0.19570,   0.78127,   0.32758,   0.41973,   0.05725,   0.05404,   0.22585
