   1.00000,   0.28430,   0.56663,   0.32632,   0.30761,   0.37806,   0.87417,   0.72705,   0.86718
   1.00000,   0.07189,   0.82997,   0.46163,   0.49584,   0.34538,   0.06323,   0.48289,   0.41393
   1.00000,   0.19128,   0.29982,   0.71263,   0.68478,   0.63929,   0.56595,   0.70787,   0.84855
   1.00000,   0.19533,   0.66911,   0.42629,   0.86698,   0.80630,   0.28213,   0.41891,   0.56681
   1.00000,   0.21875,   0.08757,   0.55788,   0.27416,   0.24762,   0.08669,   0.54179,   0.10758
   1.00000,   0.36077,   0.14930,   0.49730,   0.76595,   0.46070,   0.67184,   0.78608,   0.55324
   1.00000,   0.55520,   0.21457,   0.41451,   0.61063,   0.51553,   0.30608,   0.27735,   0.31806
   1.00000,   0.37986,   0.54877,   0.52583,   0.20012,   0.68727,   0.31984,   0.34104,   0.74653
   1.00000,   0.57051,   0.72233,   0.31234,   0.67964,   0.42449,   0.46854,   0.33289,   0.52113
   1.00000,   0.21294,   0.18855,   0.58137,   0.69059,   0.63731,   0.62598,   0.73954,   0.74827
   1.00000,   0.23036,   0.96804,   0.16250,   0.10721,   0.35398,   0.03186,   0.06896,   0.48290
   1.00000,   0.91267,   0.06531,   0.65799,   0.83206,   0.39377,   0.61972,   0.38782,   0.26981
   1.00000,   0.13437,   0.85232,   0.55174,   0.65552,   0.25138,   0.05391,   0.08833,   0.25497
   1.00000,   0.14993,   0.55518,   0.38585,   0.37950,   0.25718,   0.51645,   0.73542,   0.73668
   1.00000,   0.39804,   0.69385,   0.27334,   0.62785,   0.05690,   0.17609,   0.35240,   0.07974
   1.00000,   0.26992,   0.34622,   0.55262,   0.42295,   0.49753,   0.69108,   0.70541,   0.78892
   1.00000,   0.60689,   0.56202,   0.23800,   0.26096,   0.41039,   0.34071,   0.56394,   0.60324
   1.00000,   0.16925,   0.94052,   0.42879,   0.80337,   0.36978,   0.25171,   0.32568,   0.65109
   1.00000,   0.57218,   0.73058,   0.32701,   0.79615,   0.45255,   0.66509,   0.41669,   0.66799
   1.00000,   0.25073,   0.44193,   0.31128,   0.67955,   0.52777,   0.33895,   0.69594,   0.33056
   1.00000,   0.37791,   0.17278,   0.69782,   0.54820,   0.45171,   0.23869,   0.32092,   0.25974
   1.00000,   0.25439,   0.05504,   0.51833,   0.59250,   0.23636,   0.69576,   0.93162,   0.33302
   1.00000,   0.50250,   0.40585,   0.18170,   0.30077,   0.21331,   0.46194,   0.72743,   0.42045
   1.00000,   0.10925,   0.75770,   0.31882,   0.48596,   0.53669,   0.35953,   0.53583,   0.74024
   1.00000,   0.47176,   0.28113,   0.20976,   0.20066,   0.38152,   0.61221,   0.56444,   0.50021
   1.00000,   0.32045,   0.49370,   0.38230,   0.80732,   0.67641,   0.37389,   0.52127,   0.35989
   1.00000,   0.28784,   0.26001,   0.31616,   0.18015,   0.25159,   0.55386,   0.73909,   0.69762
   1.00000,   0.09043,   0.45526,   0.25893,   0.21065,   0.25166,   0.21905,   0.62624,   0.62576
   1.00000,   0.86674,   0.36546,   0.52358,   0.87062,   0.50160,   0.44141,   0.47823,   0.37594
   1.00000,   0.32308,   0.34485,   0.12992,   0.49052,   0.36696,   0.23979,   0.72190,   0.17683
   1.00000,   0.10189,   0.50919,   0.33098,   0.28939,   0.18644,   0.24529,   0.67873,   0.51164
   1.00000,   0.08230,   0.49026,   0.29500,   0.20830,   0.46807,   0.25679,   0.57034,   0.68876
   1.00000,   0.40616,   0.20309,   0.29660,   0.21887,   0.15138,   0.59179,   0.79822,   0.41193
   1.00000,   0.65442,   0.34542,   0.22794,   0.18161,   0.56178,   0.00610,   0.05782,   0.04816
   1.00000,   0.48198,   0.72089,   0.30479,   0.33873,   0.35870,   0.27632,   0.54409,   0.59418
   1.00000,   0.55588,   0.26461,   0.44773,   0.67386,   0.68899,   0.57640,   0.53143,   0.55999
   1.00000,   0.41653,   0.17563,   0.80980,   0.04952,   0.19531,   0.00503,   0.13102,   0.04103
   1.00000,   0.12263,   0.24019,   0.26943,   0.36538,   0.31472,   0.18787,   0.61933,   0.49041
   1.00000,   0.68208,   0.24252,   0.62019,   0.68681,   0.86613,   0.65007,   0.40467,   0.50432
   1.00000,   0.03844,   0.63149,   0.35278,   0.54660,   0.14922,   0.34938,   0.81662,   0.75902
   1.00000,   0.25051,   0.21429,   0.72177,   0.71377,   0.68660,   0.45255,   0.57226,   0.73929
   1.00000,   0.57722,   0.24762,   0.39500,   0.02615,   0.49610,   0.44577,   0.50168,   0.35948
   1.00000,   0.16425,   0.60165,   0.25195,   0.72600,   0.67420,   0.30504,   0.63044,   0.29562
