   0.00000,   0.86101,   0.86101,   0.86101,   0.86101,   0.86101,   0.00000,   0.86101,   0.00000,   0.00000
   0.00000,   0.33505,   0.00000,   0.00000,   0.33505,   0.33505,   0.00000,   0.33505,   0.33505,   0.33505
   0.00000,   0.00000,   0.00000,   0.39869,   0.00000,   0.39869,   0.39869,   0.39869,   0.39869,   0.39869
   0.00000,   0.33487,   0.33487,   0.33487,   0.00000,   0.33487,   0.33487,   0.00000,   0.00000,   0.33487
   0.00000,   0.56989,   0.56989,   0.56989,   0.56989,   0.56989,   0.00000,   0.56989,   0.00000,   0.00000
   0.00000,   0.20824,   0.00000,   0.00000,   0.20824,   0.20824,   0.00000,   0.20824,   0.20824,   0.20824
   0.00000,   0.00000,   0.00000,   0.68893,   0.00000,   0.68893,   0.68893,   0.68893,   0.68893,   0.68893
   0.00000,   0.34418,   0.34418,   0.34418,   0.00000,   0.34418,   0.34418,   0.00000,   0.00000,   0.34418
   0.00000,   0.50752,   0.50752,   0.50752,   0.50752,   0.50752,   0.00000,   0.50752,   0.00000,   0.00000
   0.00000,   0.89782,   0.00000,   0.00000,   0.89782,   0.89782,   0.00000,   0.89782,   0.89782,   0.89782
   0.00000,   0.00000,   0.00000,   0.62378,   0.00000,   0.62378,   0.62378,   0.62378,   0.62378,   0.62378
   0.00000,   0.77610,   0.77610,   0.77610,   0.00000,   0.77610,   0.77610,   0.00000,   0.00000,   0.77610
   0.00000,   0.47847,   0.47847,   0.47847,   0.47847,   0.47847,   0.00000,   0.47847,   0.00000,   0.00000
   0.00000,   0.74381,   0.00000,   0.00000,   0.74381,   0.74381,   0.00000,   0.74381,   0.74381,   0.74381
   0.00000,   0.00000,   0.00000,   0.05757,   0.00000,   0.05757,   0.05757,   0.05757,   0.05757,   0.05757
   0.00000,   0.92257,   0.92257,   0.92257,   0.00000,   0.92257,   0.92257,   0.00000,   0.00000,   0.92257
